scoring,season,team,strategy,objective,picks,status,remaining_slots,ocg_team,draft_status,runtime_seconds
2026_yahoo,2026,10,DG,14169.1,16,COMPLETE,,6,COMPLETE,5.33987595900544
2026_yahoo,2026,4,DG,14162.7,16,COMPLETE,,6,COMPLETE,5.33987595900544
2026_yahoo,2026,5,DG,14128.2,16,COMPLETE,,6,COMPLETE,5.33987595900544
2026_yahoo,2026,7,OCG,15219.599999999999,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,1,DG,15009.3,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,2,DG,14670.8,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,3,DG,14326.8,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,8,DG,14246.1,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,6,DG,14203.2,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,11,DG,14186.1,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,9,DG,14175.6,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,12,DG,14174.800000000001,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,10,DG,14169.1,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,4,DG,14162.7,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,5,DG,14128.2,16,COMPLETE,,7,COMPLETE,5.305518541994388
2026_yahoo,2026,8,OCG,15223.899999999998,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,1,DG,15009.3,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,2,DG,14670.8,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,3,DG,14326.8,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,7,DG,14241.8,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,6,DG,14203.2,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,11,DG,14186.1,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,9,DG,14175.6,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,12,DG,14174.800000000001,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,10,DG,14169.1,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,4,DG,14162.7,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,5,DG,14128.2,16,COMPLETE,,8,COMPLETE,5.3406704170047306
2026_yahoo,2026,9,OCG,15142.3,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,1,DG,15007.400000000001,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,2,DG,14692.8,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,3,DG,14336.900000000001,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,7,DG,14239.2,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,6,DG,14239.0,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,10,DG,14215.6,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,8,DG,14188.2,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,4,DG,14166.7,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,12,DG,14154.8,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,11,DG,14134.6,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,5,DG,14128.400000000001,16,COMPLETE,,9,COMPLETE,5.406083666995983
2026_yahoo,2026,10,OCG,15148.3,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,1,DG,15007.400000000001,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,2,DG,14692.8,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,3,DG,14336.900000000001,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,7,DG,14239.2,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,6,DG,14239.0,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,9,DG,14209.599999999999,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,8,DG,14188.2,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,4,DG,14166.7,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,12,DG,14154.8,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,11,DG,14134.6,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,5,DG,14128.400000000001,16,COMPLETE,,10,COMPLETE,5.355164541993872
2026_yahoo,2026,11,OCG,15141.400000000001,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,1,DG,15007.400000000001,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,2,DG,14692.8,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,3,DG,14336.900000000001,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,7,DG,14239.2,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,6,DG,14239.0,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,9,DG,14209.599999999999,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,8,DG,14188.2,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,4,DG,14166.7,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,12,DG,14154.8,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,10,DG,14141.5,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,5,DG,14128.400000000001,16,COMPLETE,,11,COMPLETE,5.13345091600786
2026_yahoo,2026,12,OCG,15141.1,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,1,DG,15007.400000000001,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,2,DG,14692.8,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,3,DG,14336.900000000001,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,7,DG,14239.2,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,6,DG,14239.0,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,9,DG,14209.599999999999,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,8,DG,14188.2,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,4,DG,14166.7,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,11,DG,14155.1,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,10,DG,14141.5,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_yahoo,2026,5,DG,14128.400000000001,16,COMPLETE,,12,COMPLETE,5.07705341700057
2026_fangraph,2026,2,DG,12384.619999999999,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,1,OCG,12288.68,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,3,DG,12105.82,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,4,DG,11828.220000000001,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,6,DG,11729.220000000001,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,5,DG,11721.2,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,12,DG,11717.68,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,7,DG,11658.94,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,9,DG,11646.359999999999,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,8,DG,11638.240000000002,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,10,DG,11623.98,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,11,DG,11619.7,16,COMPLETE,,1,COMPLETE,5.285912082996219
2026_fangraph,2026,2,OCG,12409.98,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,1,DG,12392.14,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,3,DG,12091.8,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,4,DG,11825.0,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,6,DG,11725.66,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,5,DG,11723.84,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,12,DG,11715.06,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,7,DG,11653.54,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,8,DG,11626.04,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,10,DG,11609.699999999999,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,9,DG,11588.58,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,11,DG,11577.619999999999,16,COMPLETE,,2,COMPLETE,5.424260749990935
2026_fangraph,2026,3,OCG,12404.24,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,1,DG,12392.14,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,2,DG,12097.54,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,4,DG,11825.0,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,6,DG,11725.66,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,5,DG,11723.84,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,12,DG,11715.06,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,7,DG,11653.54,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,8,DG,11626.04,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,10,DG,11609.699999999999,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,9,DG,11588.58,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,11,DG,11577.619999999999,16,COMPLETE,,3,COMPLETE,5.597315333987353
2026_fangraph,2026,4,OCG,12413.88,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,1,DG,12392.14,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,2,DG,12097.54,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,3,DG,11815.36,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,6,DG,11725.66,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,5,DG,11723.84,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,12,DG,11715.06,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,7,DG,11653.54,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,8,DG,11626.04,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,10,DG,11609.699999999999,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,9,DG,11588.58,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,11,DG,11577.619999999999,16,COMPLETE,,4,COMPLETE,5.335679958996479
2026_fangraph,2026,5,OCG,12413.34,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,1,DG,12392.14,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,2,DG,12097.54,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,3,DG,11815.36,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,6,DG,11725.66,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,4,DG,11724.38,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,12,DG,11715.06,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,7,DG,11653.54,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,8,DG,11626.04,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,10,DG,11609.699999999999,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,9,DG,11588.58,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,11,DG,11577.619999999999,16,COMPLETE,,5,COMPLETE,5.350825415996951
2026_fangraph,2026,6,OCG,12424.0,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,1,DG,12392.14,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,2,DG,12097.54,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,3,DG,11815.36,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,4,DG,11724.38,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,12,DG,11715.06,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,5,DG,11715.0,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,7,DG,11653.54,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,8,DG,11626.04,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,10,DG,11609.699999999999,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,9,DG,11588.58,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,11,DG,11577.619999999999,16,COMPLETE,,6,COMPLETE,5.278326625004411
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,7,OCG,12376.74,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,11,DG,11642.82,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,8,DG,11639.24,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,12,DG,11627.96,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,10,DG,11599.8,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,9,DG,11595.58,16,COMPLETE,,7,COMPLETE,5.236147749994416
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,8,OCG,12370.82,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,7,DG,11645.16,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,11,DG,11642.82,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,12,DG,11627.96,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,10,DG,11599.8,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,9,DG,11595.58,16,COMPLETE,,8,COMPLETE,5.206469875003677
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,9,OCG,12381.7,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,7,DG,11645.16,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,11,DG,11642.82,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,12,DG,11627.96,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,10,DG,11599.8,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,8,DG,11584.699999999999,16,COMPLETE,,9,COMPLETE,5.14101579101407
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,10,OCG,12383.82,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,7,DG,11645.16,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,11,DG,11642.82,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,12,DG,11627.96,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,9,DG,11597.68,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,8,DG,11584.699999999999,16,COMPLETE,,10,COMPLETE,5.165311667005881
2026_fangraph,2026,11,OCG,12428.64,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,7,DG,11645.16,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,12,DG,11627.96,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,10,DG,11598.0,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,9,DG,11597.68,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,8,DG,11584.699999999999,16,COMPLETE,,11,COMPLETE,5.053819959008251
2026_fangraph,2026,12,OCG,12414.580000000002,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,1,DG,12392.34,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,2,DG,12099.84,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,3,DG,11826.66,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,4,DG,11727.58,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,5,DG,11726.3,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,6,DG,11684.099999999999,16,COMPLETE,,12,COMPLETE,5.0196122500055935
2026_fangraph,2026,7,DG,11645.16,16,COMPLETE,,12,COMPLETE,5.0196122500055935
