scoring,season,team,strategy,objective,picks,status,remaining_slots,mode,ocg_team,dg_team,draft_status,runtime_seconds
2026_yahoo,2026,10,OCG,14337.600000000002,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,9,OCG,14306.099999999999,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,11,OCG,14300.800000000001,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,7,OCG,14282.5,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,12,OCG,14232.099999999999,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,6,OCG,14202.0,16,COMPLETE,,single_dg,,2,COMPLETE,26.12855733401375
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,8,OCG,14380.2,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,4,OCG,14369.7,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,5,OCG,14369.099999999999,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,3,DG,14351.8,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,10,OCG,14337.8,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,9,OCG,14298.400000000001,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,7,OCG,14291.6,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,6,OCG,14199.0,16,COMPLETE,,single_dg,,3,COMPLETE,26.128874500005622
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,8,OCG,14380.2,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,5,OCG,14369.099999999999,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,4,DG,14356.599999999999,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,10,OCG,14337.8,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,9,OCG,14298.400000000001,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,7,OCG,14291.6,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,6,OCG,14199.0,16,COMPLETE,,single_dg,,4,COMPLETE,26.93778766700416
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,8,OCG,14380.2,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,5,DG,14378.0,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,4,OCG,14347.699999999999,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,10,OCG,14337.8,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,9,OCG,14298.400000000001,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,7,OCG,14291.6,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,6,OCG,14199.0,16,COMPLETE,,single_dg,,5,COMPLETE,26.07376541699341
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,8,OCG,14380.2,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,6,DG,14377.0,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,4,OCG,14347.699999999999,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,10,OCG,14337.8,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,9,OCG,14298.400000000001,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,7,OCG,14291.6,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,5,OCG,14200.0,16,COMPLETE,,single_dg,,6,COMPLETE,26.575565000006463
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,8,OCG,14380.2,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,7,DG,14365.1,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,4,OCG,14347.699999999999,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,10,OCG,14337.8,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,6,OCG,14303.499999999998,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,9,OCG,14298.400000000001,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,5,OCG,14200.0,16,COMPLETE,,single_dg,,7,COMPLETE,29.201710791996447
2026_yahoo,2026,1,OCG,14605.699999999999,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,11,OCG,14481.400000000001,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,4,OCG,14459.900000000001,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,3,OCG,14444.6,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,2,OCG,14422.9,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,10,OCG,14376.599999999999,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,7,OCG,14354.6,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,8,DG,14304.900000000001,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,12,OCG,14290.7,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,9,OCG,14272.7,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,5,OCG,14218.099999999999,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,6,OCG,14180.599999999999,16,COMPLETE,,single_dg,,8,COMPLETE,29.664838416007115
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,10,OCG,14401.0,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,7,OCG,14381.599999999999,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,4,OCG,14347.699999999999,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,9,DG,14344.6,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,11,OCG,14306.5,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,6,OCG,14303.499999999998,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,8,OCG,14254.3,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,12,OCG,14222.900000000001,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,5,OCG,14200.0,16,COMPLETE,,single_dg,,9,COMPLETE,26.273060624997015
2026_yahoo,2026,1,OCG,14756.499999999998,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,2,OCG,14529.2,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,7,OCG,14381.599999999999,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,3,OCG,14364.900000000001,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,9,OCG,14354.1,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,4,OCG,14347.699999999999,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,11,OCG,14309.3,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,12,OCG,14307.5,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,10,DG,14304.099999999999,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,6,OCG,14303.499999999998,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,8,OCG,14254.3,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,5,OCG,14200.0,16,COMPLETE,,single_dg,,10,COMPLETE,26.11892049999733
2026_yahoo,2026,1,OCG,14695.3,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,2,OCG,14528.199999999999,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,4,OCG,14476.0,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,7,OCG,14423.599999999999,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,9,OCG,14351.599999999999,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,5,OCG,14347.2,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,6,OCG,14325.199999999999,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,3,OCG,14314.0,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,10,OCG,14298.099999999999,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,11,DG,14271.3,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,12,OCG,14239.5,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,8,OCG,14142.7,16,COMPLETE,,single_dg,,11,COMPLETE,25.729926333995536
2026_yahoo,2026,1,OCG,14695.3,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,2,OCG,14528.199999999999,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,4,OCG,14476.0,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,7,OCG,14423.599999999999,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,9,OCG,14351.599999999999,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,5,OCG,14347.2,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,6,OCG,14325.199999999999,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,3,OCG,14314.0,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,10,OCG,14298.099999999999,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,12,DG,14268.8,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,11,OCG,14242.0,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_yahoo,2026,8,OCG,14142.7,16,COMPLETE,,single_dg,,12,COMPLETE,25.57862474999274
2026_fangraph,2026,2,OCG,12200.759999999998,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,3,OCG,12100.96,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,1,DG,12046.64,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,4,OCG,11883.260000000002,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,5,OCG,11839.0,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,6,OCG,11718.54,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,7,OCG,11684.28,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,11,OCG,11681.36,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,10,OCG,11659.0,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,8,OCG,11650.96,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,12,OCG,11592.96,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,9,OCG,11589.64,16,COMPLETE,,single_dg,,1,COMPLETE,26.17469704199175
2026_fangraph,2026,1,OCG,12109.259999999998,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,2,DG,12079.7,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,3,OCG,11978.599999999999,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,4,OCG,11943.880000000001,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,5,OCG,11830.02,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,6,OCG,11706.16,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,11,OCG,11691.26,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,7,OCG,11690.380000000001,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,8,OCG,11683.44,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,10,OCG,11665.3,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,12,OCG,11635.5,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,9,OCG,11633.86,16,COMPLETE,,single_dg,,2,COMPLETE,25.365882874990348
2026_fangraph,2026,2,OCG,12081.0,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,1,OCG,12069.259999999998,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,3,DG,11971.7,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,4,OCG,11959.48,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,5,OCG,11878.720000000001,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,6,OCG,11744.86,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,8,OCG,11703.84,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,7,OCG,11686.480000000001,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,12,OCG,11682.7,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,9,OCG,11669.96,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,10,OCG,11659.5,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,11,OCG,11612.26,16,COMPLETE,,single_dg,,3,COMPLETE,25.348183166002855
2026_fangraph,2026,2,OCG,12081.0,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,1,OCG,12069.259999999998,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,4,DG,11986.220000000001,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,3,OCG,11944.96,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,5,OCG,11878.720000000001,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,6,OCG,11744.86,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,8,OCG,11703.84,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,7,OCG,11686.480000000001,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,12,OCG,11682.7,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,9,OCG,11669.96,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,10,OCG,11659.5,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,11,OCG,11612.26,16,COMPLETE,,single_dg,,4,COMPLETE,25.548287416997482
2026_fangraph,2026,2,OCG,12081.0,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,1,OCG,12069.259999999998,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,5,DG,11982.400000000001,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,3,OCG,11944.96,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,4,OCG,11882.54,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,6,OCG,11744.86,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,8,OCG,11703.84,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,7,OCG,11686.480000000001,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,12,OCG,11682.7,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,9,OCG,11669.96,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,10,OCG,11659.5,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,11,OCG,11612.26,16,COMPLETE,,single_dg,,5,COMPLETE,25.47129558400775
2026_fangraph,2026,2,OCG,12173.02,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,1,OCG,12050.919999999998,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,6,DG,11981.3,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,3,OCG,11911.3,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,4,OCG,11900.98,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,5,OCG,11817.8,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,7,OCG,11687.34,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,12,OCG,11677.66,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,8,OCG,11663.560000000001,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,10,OCG,11642.96,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,9,OCG,11622.4,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,11,OCG,11590.52,16,COMPLETE,,single_dg,,6,COMPLETE,26.99881158299104
2026_fangraph,2026,2,OCG,12097.619999999999,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,1,OCG,12050.919999999998,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,7,DG,11979.7,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,4,OCG,11926.98,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,3,OCG,11923.900000000001,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,5,OCG,11830.599999999999,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,12,OCG,11677.66,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,8,OCG,11675.36,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,6,OCG,11673.939999999999,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,10,OCG,11651.759999999998,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,9,OCG,11634.099999999999,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,11,OCG,11597.220000000001,16,COMPLETE,,single_dg,,7,COMPLETE,26.08354491701175
2026_fangraph,2026,2,OCG,12116.04,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,1,OCG,12040.04,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,4,OCG,12017.880000000001,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,8,DG,11950.0,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,3,OCG,11932.6,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,5,OCG,11756.5,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,6,OCG,11733.539999999999,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,9,OCG,11714.72,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,7,OCG,11683.32,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,10,OCG,11631.82,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,12,OCG,11594.08,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,11,OCG,11549.220000000001,16,COMPLETE,,single_dg,,8,COMPLETE,26.290028000003076
2026_fangraph,2026,2,OCG,12116.04,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,1,OCG,12040.04,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,4,OCG,12017.880000000001,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,9,DG,11966.02,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,3,OCG,11932.6,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,5,OCG,11756.5,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,6,OCG,11733.539999999999,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
